date,scored_count,portfolio_return,universe_median_return,ic,top_n_tickers,top_n_scores
2022-04-14,71,0.002415970669289615,0.02061984503874048,0.1265593561368209,"IONS,ALKS,VRNT,COHR,LITE","0.8521,0.7980,0.7130,0.5970,0.5743"
2022-04-18,86,0.02527137285463898,-0.0013050275946699386,0.42285956884758713,"IONS,VRNT,ALKS,COHR,CRUS","0.8200,0.7388,0.7193,0.5958,0.5818"
2022-04-19,87,-0.003963870580265613,-0.031231925968768004,0.48888240868994676,"IONS,VRNT,ALKS,COHR,INOD","0.7932,0.7828,0.7188,0.6015,0.5962"
2022-04-20,87,-0.01844262300893835,-0.019193857965451144,0.3192571261937741,"IONS,VRNT,ALKS,VSH,PLAB","0.8196,0.7846,0.7508,0.6336,0.6162"
2022-04-21,87,0.006203596534476378,0.019535874970400213,0.3556535685645549,"IONS,VRNT,ALKS,COHR,VSH","0.8782,0.8016,0.7324,0.6914,0.6491"
2022-04-22,87,-0.03772173304902319,-0.046715841236389166,0.33469417511117583,"VRNT,IONS,ALKS,COHR,VSH","0.8395,0.8085,0.7146,0.6538,0.5999"
2022-04-25,87,0.013113759779611073,-0.006802721088435382,0.10117008092148429,"VRNT,IONS,PLXS,ALKS,VSH","0.8155,0.7876,0.6840,0.6647,0.6346"
2022-04-26,87,0.008669570945271939,0.0394121576486306,0.0460559889188598,"VRNT,IONS,ALKS,VSH,MTSI","0.7719,0.7053,0.6392,0.6056,0.5979"
2022-04-27,87,-0.029107469703964977,-0.030701754385964897,0.049682875264270614,"VRNT,ALKS,IONS,COHR,VSH","0.7694,0.7629,0.6883,0.6044,0.5977"
2022-04-28,87,0.007997015585814022,0.038187159043222785,0.360902529707662,"ALKS,VRNT,PLXS,FORM,IONS","0.7857,0.7603,0.7524,0.7260,0.6995"
2022-04-29,87,0.01066402872462732,0.004265640682502347,0.5485164394546912,"VRNT,PLXS,ALKS,INVZ,IONS","0.7686,0.7641,0.7356,0.6863,0.6841"
2022-05-02,87,0.05601662033139193,0.04078549848942625,0.37542830064882987,"CRUS,INVZ,BELFB,PLXS,INOD","0.7642,0.7342,0.7174,0.7100,0.6982"
2022-05-03,87,-0.06526891281495213,-0.05044843049327341,0.5160202668221914,"INOD,MPWR,INVZ,CRUS,VRNT","0.8401,0.7415,0.7337,0.7268,0.6935"
2022-05-04,87,-0.004869246136548511,-0.023850085178875546,0.5104067944885907,"INOD,CRUS,LITE,COHR,MPWR","0.8266,0.8149,0.7962,0.7853,0.7650"
2022-05-05,87,-0.0295311653073288,-0.05546935608999226,0.26423416198877303,"BELFB,CRUS,LITE,INOD,COHR","0.7879,0.7700,0.7681,0.7639,0.7560"
2022-05-06,87,0.003051082306514302,0.013157894736842035,-0.03566741998979368,"COHR,LITE,BELFB,CRUS,INOD","0.7956,0.7797,0.7513,0.7485,0.7477"
2022-05-09,87,-0.061605319283140864,-0.06053986581369952,0.08106728876576509,"INOD,LITE,INVZ,COHR,BELFB","0.8152,0.7505,0.7344,0.7272,0.7078"
2022-05-10,87,0.003493636026416791,0.021929824561403466,-0.12402493256542975,"INOD,LITE,INVZ,VSH,CRUS","0.7721,0.7597,0.7500,0.7298,0.7040"
2022-05-11,87,0.027280130677908063,0.0484795613160518,-0.10590920896264783,"LITE,VSH,CRUS,BELFB,PLXS","0.7795,0.7188,0.6991,0.6810,0.6729"
2022-05-12,87,-0.008457978432486093,-0.015214548912397485,-0.03705256251366917,"VSH,COHR,FORM,LITE,CRUS","0.6918,0.6783,0.6772,0.6733,0.6658"
2022-05-13,87,0.04804887920975198,0.04881656804733714,-0.012994823941094991,"VSH,CRUS,FORM,LITE,KN","0.6927,0.6900,0.6869,0.6825,0.6801"
2022-05-16,87,-0.027224040257845663,-0.042476601871850206,0.3069001968360428,"VSH,CRUS,FORM,LITE,PLXS","0.6863,0.6727,0.6587,0.6458,0.6402"
2022-05-17,87,-0.013898317597271856,0.005992779783393631,0.12181108210322779,"VSH,COHU,FORM,COHR,CRUS","0.7459,0.7323,0.7123,0.6943,0.6861"
2022-05-18,87,-0.005872111266559258,0.0038040345821326316,0.25879501164431556,"FORM,VSH,COHU,COHR,PLXS","0.7422,0.7306,0.7247,0.7233,0.7051"
2022-05-19,87,0.0029462378286634725,-0.005117200396170252,0.17946708463949843,"VSH,FORM,LITE,ALKS,IONS","0.7250,0.7031,0.6975,0.6856,0.6796"
2022-05-20,87,-0.01760549548236759,-0.03800232964472938,0.3055515054312167,"ALKS,VSH,CRUS,FORM,LITE","0.7521,0.7333,0.6947,0.6872,0.6717"
